"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2012년 06월 20일","270,000","270,500","275,500","267,500","226.03K","2.66%"
"2012년 06월 19일","263,000","258,000","266,000","256,000","214.59K","1.74%"
"2012년 06월 18일","258,500","260,000","261,000","252,500","223.90K","3.40%"
"2012년 06월 15일","250,000","258,500","258,500","244,000","308.02K","-2.91%"
"2012년 06월 14일","257,500","259,500","263,000","251,000","247.93K","-0.96%"
"2012년 06월 13일","260,000","262,500","264,000","256,000","199.32K","0.39%"
"2012년 06월 12일","259,000","252,500","264,000","252,000","407.87K","1.57%"
"2012년 06월 11일","255,000","248,000","262,500","246,000","1.39M","-4.85%"
"2012년 06월 08일","268,000","270,500","272,000","262,000","205.23K","0.37%"
"2012년 06월 07일","267,000","259,500","272,500","257,500","410.30K","6.80%"
"2012년 06월 05일","250,000","240,000","251,500","239,000","261.81K","5.49%"
"2012년 06월 04일","237,000","230,500","239,000","230,000","164.22K","-1.86%"
"2012년 06월 01일","241,500","239,000","246,500","237,000","125.58K","0.63%"
"2012년 05월 31일","240,000","243,000","245,000","238,000","167.91K","-3.23%"
"2012년 05월 30일","248,000","248,000","248,500","242,000","126.27K","1.02%"
"2012년 05월 29일","245,500","233,500","247,000","233,500","167.95K","5.14%"
"2012년 05월 25일","233,500","240,000","245,500","233,500","175.85K","-2.10%"
"2012년 05월 24일","238,500","239,000","247,500","237,000","314.57K","1.49%"
"2012년 05월 23일","235,000","225,500","248,500","224,500","856.64K","7.80%"
"2012년 05월 22일","218,000","218,000","219,500","211,500","333.59K","2.35%"
"2012년 05월 21일","213,000","224,000","227,500","207,500","454.51K","-4.05%"
"2012년 05월 18일","222,000","235,000","236,500","218,500","492.49K","-5.73%"
"2012년 05월 17일","235,500","245,000","247,500","234,500","243.93K","-3.88%"
"2012년 05월 16일","245,000","246,000","252,000","241,500","227.59K","-1.41%"
"2012년 05월 15일","248,500","240,000","255,000","232,500","609.69K","0.81%"
"2012년 05월 14일","246,500","276,000","277,000","245,000","678.03K","-11.96%"
"2012년 05월 11일","280,000","286,500","286,500","275,500","147.09K","-1.93%"
"2012년 05월 10일","285,500","279,500","287,000","279,500","165.60K","2.15%"
"2012년 05월 09일","279,500","279,500","280,500","273,500","95.57K","0.36%"
"2012년 05월 08일","278,500","275,500","280,500","275,000","84.03K","1.83%"
"2012년 05월 07일","273,500","278,000","281,000","270,500","112.72K","-1.62%"
"2012년 05월 04일","278,000","274,500","279,500","269,500","158.99K","1.83%"
"2012년 05월 03일","273,000","278,000","282,500","267,500","301.26K","-1.09%"
"2012년 05월 02일","276,000","293,000","293,500","275,500","350.24K","-5.80%"
"2012년 04월 30일","293,000","292,500","298,000","286,500","139.63K","0.00%"
"2012년 04월 27일","293,000","280,000","293,000","278,500","177.31K","4.64%"
"2012년 04월 26일","280,000","284,000","284,500","274,000","197.28K","-1.58%"
"2012년 04월 25일","284,500","297,500","298,000","281,500","267.91K","-3.56%"
"2012년 04월 24일","295,000","300,000","306,000","289,500","145.25K","-2.48%"
"2012년 04월 23일","302,500","309,000","309,500","302,000","87.53K","-1.14%"
"2012년 04월 20일","306,000","311,500","312,500","301,500","82.39K","-1.29%"
"2012년 04월 19일","310,000","311,500","318,000","309,500","116.01K","0.32%"
"2012년 04월 18일","309,000","314,500","315,500","306,500","138.22K","-0.96%"
"2012년 04월 17일","312,000","313,000","320,500","312,000","77.12K","-0.95%"
"2012년 04월 16일","315,000","318,000","318,000","313,000","66.71K","-2.02%"
"2012년 04월 13일","321,500","324,500","324,500","317,500","90.54K","-0.16%"
"2012년 04월 12일","322,000","318,000","323,000","316,000","112.92K","1.58%"
"2012년 04월 10일","317,000","318,500","320,500","311,000","107.37K","0.63%"
"2012년 04월 09일","315,000","320,000","323,500","314,500","101.42K","-2.33%"
"2012년 04월 06일","322,500","321,000","328,000","317,000","159.61K","0.47%"
"2012년 04월 05일","321,000","310,000","321,000","310,000","190.04K","4.73%"
"2012년 04월 04일","306,500","314,000","314,000","305,000","96.73K","-1.61%"
"2012년 04월 03일","311,500","313,500","319,000","311,500","140.96K","-0.64%"
"2012년 04월 02일","313,500","303,500","313,500","300,000","127.88K","4.67%"
"2012년 03월 30일","299,500","305,500","307,500","297,000","165.22K","-1.80%"
"2012년 03월 29일","305,000","311,000","311,500","303,000","114.62K","-1.93%"
"2012년 03월 28일","311,000","308,000","312,500","304,000","116.87K","1.80%"
"2012년 03월 27일","305,500","311,000","311,500","298,500","194.82K","-0.81%"
"2012년 03월 26일","308,000","313,000","313,500","300,000","265.47K","-0.65%"
"2012년 03월 23일","310,000","318,000","318,500","310,000","210.85K","-3.13%"
"2012년 03월 22일","320,000","319,000","325,000","317,000","254.98K","0.95%"
"2012년 03월 21일","317,000","303,500","318,500","301,000","224.07K","4.28%"
"2012년 03월 20일","304,000","304,000","305,500","297,500","101.01K","1.00%"
"2012년 03월 19일","301,000","302,000","308,000","296,500","128.15K","-0.99%"
"2012년 03월 16일","304,000","306,500","309,000","298,000","163.30K","-1.62%"
"2012년 03월 15일","309,000","304,000","313,500","303,500","280.96K","2.49%"
"2012년 03월 14일","301,500","291,000","304,000","288,000","280.94K","5.05%"
"2012년 03월 13일","287,000","285,000","290,000","285,000","154.85K","1.77%"
"2012년 03월 12일","282,000","289,500","290,000","281,500","92.09K","-1.57%"
"2012년 03월 09일","286,500","289,000","291,000","283,000","131.07K","0.00%"
"2012년 03월 08일","286,500","295,500","296,000","285,500","212.92K","-1.38%"
"2012년 03월 07일","290,500","277,500","291,000","273,500","182.45K","3.57%"
"2012년 03월 06일","280,500","283,000","283,000","276,500","75.16K","-0.18%"
"2012년 03월 05일","281,000","282,500","284,000","279,000","128.23K","0.72%"
"2012년 03월 02일","279,000","279,000","281,000","272,500","137.53K","0.72%"
"2012년 02월 29일","277,000","273,500","280,000","272,000","134.21K","1.65%"
"2012년 02월 28일","272,500","265,000","273,000","265,000","86.34K","2.83%"
"2012년 02월 27일","265,000","270,000","271,500","265,000","117.03K","-2.21%"
"2012년 02월 24일","271,000","275,500","278,000","270,000","108.93K","-1.09%"
"2012년 02월 23일","274,000","280,000","280,000","271,000","123.95K","-1.79%"
"2012년 02월 22일","279,000","276,000","281,500","274,500","120.45K","0.36%"
"2012년 02월 21일","278,000","274,000","279,000","273,000","143.20K","1.83%"
"2012년 02월 20일","273,000","274,000","275,500","268,500","294.91K","0.00%"
"2012년 02월 17일","273,000","294,500","301,000","272,500","555.43K","-6.98%"
"2012년 02월 16일","293,500","305,000","307,500","289,500","247.69K","-3.77%"
"2012년 02월 15일","305,000","289,000","309,000","283,500","389.47K","5.17%"
"2012년 02월 14일","290,000","278,500","291,500","277,000","194.92K","4.13%"
"2012년 02월 13일","278,500","275,000","286,500","275,000","179.76K","-0.36%"
"2012년 02월 10일","279,500","279,500","280,000","275,000","135.52K","0.90%"
"2012년 02월 09일","277,000","271,000","277,000","270,500","167.67K","2.21%"
"2012년 02월 08일","271,000","261,000","277,000","261,000","279.31K","2.65%"
"2012년 02월 07일","264,000","260,000","266,500","258,000","236.49K","3.13%"
"2012년 02월 06일","256,000","270,000","270,000","254,500","353.37K","-3.94%"
"2012년 02월 03일","266,500","288,500","288,500","265,000","544.06K","-7.63%"
"2012년 02월 02일","288,500","295,000","298,000","284,000","258.92K","-2.53%"
"2012년 02월 01일","296,000","294,500","298,500","290,000","85.61K","0.51%"
"2012년 01월 31일","294,500","294,500","298,000","287,000","110.19K","0.17%"
"2012년 01월 30일","294,000","295,000","295,000","289,500","81.37K","-0.51%"
"2012년 01월 27일","295,500","291,000","298,500","288,000","157.75K","2.60%"
"2012년 01월 26일","288,000","286,000","291,000","285,000","127.88K","1.95%"
"2012년 01월 25일","282,500","290,000","291,500","282,000","142.72K","-2.75%"
"2012년 01월 20일","290,500","281,000","292,000","281,000","197.04K","3.01%"
"2012년 01월 19일","282,000","282,000","285,000","280,500","118.38K","0.71%"
"2012년 01월 18일","280,000","282,000","285,500","275,500","135.94K","-0.71%"
"2012년 01월 17일","282,000","287,000","288,000","278,000","185.01K","-0.35%"
"2012년 01월 16일","283,000","284,000","284,000","273,500","153.95K","-0.53%"
"2012년 01월 13일","284,500","279,500","285,500","277,000","147.23K","2.71%"
"2012년 01월 12일","277,000","274,000","279,000","272,500","109.12K","0.73%"
"2012년 01월 11일","275,000","279,000","279,000","274,500","122.11K","-1.08%"
"2012년 01월 10일","278,000","270,500","280,500","269,500","140.45K","2.96%"
"2012년 01월 09일","270,000","275,000","276,000","269,500","177.79K","-0.74%"
"2012년 01월 06일","272,000","276,500","281,000","271,000","285.40K","-1.63%"
"2012년 01월 05일","276,500","295,000","295,000","275,500","359.82K","-5.95%"
"2012년 01월 04일","294,000","303,000","303,500","293,500","116.95K","-2.16%"
"2012년 01월 03일","300,500","302,000","308,500","298,500","115.91K","-0.83%"
"2012년 01월 02일","303,000","304,000","309,500","299,000","63.19K","-1.46%"
"2011년 12월 29일","307,500","297,000","310,000","294,000","119.10K","3.02%"
"2011년 12월 28일","298,500","297,000","298,500","292,000","48.55K","1.36%"
"2011년 12월 27일","294,500","301,000","306,000","290,000","106.93K","-2.81%"
"2011년 12월 26일","303,000","303,500","304,500","296,500","46.47K","-0.16%"
"2011년 12월 23일","303,500","298,500","304,500","298,000","99.39K","1.68%"
"2011년 12월 22일","298,500","297,500","304,500","294,000","80.33K","0.51%"
"2011년 12월 21일","297,000","292,500","301,500","290,000","113.08K","4.39%"
"2011년 12월 20일","284,500","288,000","291,500","283,500","81.49K","-1.04%"
"2011년 12월 19일","287,500","289,000","293,000","276,500","150.83K","-0.52%"
"2011년 12월 16일","289,000","285,000","295,000","282,500","154.69K","0.70%"
"2011년 12월 15일","287,000","298,000","303,000","285,000","227.37K","-5.59%"
"2011년 12월 14일","304,000","310,000","315,000","302,500","84.74K","-2.88%"
"2011년 12월 13일","313,000","314,000","319,000","310,500","59.06K","-0.48%"
"2011년 12월 12일","314,500","314,500","316,500","310,000","67.47K","1.45%"
"2011년 12월 09일","310,000","314,000","320,000","309,000","77.41K","-2.67%"
"2011년 12월 08일","318,500","320,500","323,500","317,000","67.11K","-1.55%"
"2011년 12월 07일","323,500","325,000","328,500","317,500","61.44K","0.00%"
"2011년 12월 06일","323,500","326,500","327,500","315,500","78.63K","-1.22%"
"2011년 12월 05일","327,500","328,500","329,000","320,000","85.57K","1.24%"
"2011년 12월 02일","323,500","310,500","327,000","310,500","156.36K","3.52%"
"2011년 12월 01일","312,500","316,000","316,000","303,000","210.30K","2.46%"
"2011년 11월 30일","305,000","306,000","308,000","298,000","212.16K","-1.93%"
"2011년 11월 29일","311,000","313,500","321,000","309,000","122.91K","0.48%"
"2011년 11월 28일","309,500","296,500","311,000","296,500","115.34K","3.51%"
"2011년 11월 25일","299,000","319,000","319,000","299,000","244.00K","-6.27%"
"2011년 11월 24일","319,000","318,000","329,000","315,500","76.17K","0.00%"
"2011년 11월 23일","319,000","323,000","324,500","315,500","64.97K","-1.85%"
"2011년 11월 22일","325,000","319,000","329,000","315,500","90.57K","0.46%"
"2011년 11월 21일","323,500","317,000","326,500","310,000","131.14K","1.41%"
"2011년 11월 18일","319,000","329,000","330,000","310,500","267.31K","-5.06%"
"2011년 11월 17일","336,000","346,500","346,500","335,000","105.52K","-2.33%"
"2011년 11월 16일","344,000","338,000","348,000","333,500","131.85K","2.38%"
"2011년 11월 15일","336,000","339,000","345,000","335,500","103.58K","-1.90%"
"2011년 11월 14일","342,500","349,500","355,500","342,500","220.76K","-3.52%"
"2011년 11월 11일","355,000","350,000","355,000","333,000","206.19K","2.31%"
"2011년 11월 10일","347,000","367,000","370,000","325,000","308.60K","-7.22%"
"2011년 11월 09일","374,000","359,500","374,000","359,000","162.46K","4.76%"
"2011년 11월 08일","357,000","362,500","365,000","355,000","81.43K","-1.65%"
"2011년 11월 07일","363,000","368,500","369,000","361,000","67.53K","-1.49%"
"2011년 11월 04일","368,500","364,000","369,500","359,000","130.87K","1.80%"
"2011년 11월 03일","362,000","351,000","362,500","347,000","89.23K","3.28%"
"2011년 11월 02일","350,500","350,000","358,000","343,000","134.20K","0.00%"
"2011년 11월 01일","350,500","356,000","357,000","346,000","99.23K","-0.28%"
"2011년 10월 31일","351,500","358,500","365,000","351,500","120.49K","-3.70%"
"2011년 10월 28일","365,000","368,000","372,000","351,000","194.23K","-0.82%"
"2011년 10월 27일","368,000","372,000","374,500","363,000","96.89K","-1.08%"
"2011년 10월 26일","372,000","370,000","375,000","362,500","59.00K","1.50%"
"2011년 10월 25일","366,500","371,000","375,000","360,500","122.32K","-2.91%"
"2011년 10월 24일","377,500","366,500","377,500","358,000","93.69K","3.14%"
"2011년 10월 21일","366,000","375,000","375,000","360,000","71.39K","-0.81%"
"2011년 10월 20일","369,000","380,500","381,000","367,000","68.80K","-3.02%"
"2011년 10월 19일","380,500","378,500","380,500","365,500","74.31K","2.84%"
"2011년 10월 18일","370,000","375,500","386,000","365,500","145.95K","-1.33%"
"2011년 10월 17일","375,000","367,000","380,000","362,500","129.11K","3.45%"
"2011년 10월 14일","362,500","356,000","367,500","351,500","114.32K","1.12%"
"2011년 10월 13일","358,500","345,500","359,500","344,500","171.21K","3.76%"
"2011년 10월 12일","345,500","331,500","348,500","330,000","125.79K","4.22%"
"2011년 10월 11일","331,500","330,000","336,000","326,000","154.88K","2.63%"
"2011년 10월 10일","323,000","310,000","325,000","310,000","127.28K","4.19%"
"2011년 10월 07일","310,000","313,000","319,000","304,000","153.58K","-0.80%"
"2011년 10월 06일","312,500","321,000","322,000","301,000","198.85K","-0.64%"
"2011년 10월 05일","314,500","330,000","332,000","314,500","106.55K","-4.26%"
"2011년 10월 04일","328,500","336,000","336,500","319,000","162.28K","-2.52%"
"2011년 09월 30일","337,000","328,000","337,000","326,000","143.73K","3.06%"
"2011년 09월 29일","327,000","336,000","337,500","324,500","118.21K","-1.51%"
"2011년 09월 28일","332,000","338,500","339,000","332,000","129.21K","-1.92%"
"2011년 09월 27일","338,500","341,500","343,500","331,500","131.86K","0.15%"
"2011년 09월 26일","338,000","350,000","351,000","332,500","218.57K","-0.73%"
"2011년 09월 23일","340,500","340,000","341,000","327,500","193.81K","0.15%"
"2011년 09월 22일","340,000","335,000","345,000","328,000","137.70K","0.29%"
"2011년 09월 21일","339,000","337,000","347,500","335,500","126.48K","0.15%"
"2011년 09월 20일","338,500","340,500","341,500","334,500","112.80K","0.30%"
"2011년 09월 19일","337,500","337,500","342,000","333,500","96.72K","-1.46%"
"2011년 09월 16일","342,500","338,000","351,000","334,000","150.12K","1.78%"
"2011년 09월 15일","336,500","321,000","339,500","315,500","161.02K","6.66%"
"2011년 09월 14일","315,500","327,500","330,500","315,500","139.79K","-2.92%"
"2011년 09월 09일","325,000","338,500","338,500","325,000","153.24K","-4.27%"
"2011년 09월 08일","339,500","335,000","343,000","334,500","132.41K","2.11%"
"2011년 09월 07일","332,500","339,500","346,000","325,000","193.12K","-1.77%"
"2011년 09월 06일","338,500","342,000","342,000","330,000","119.66K","0.00%"
"2011년 09월 05일","338,500","336,500","347,500","335,500","132.07K","-1.02%"
"2011년 09월 02일","342,000","338,500","344,000","335,500","116.87K","1.03%"
